"transactiondate","value"
2018-01-10 15:30:10,0.0169
2018-01-10 15:30:14,0.0146
2018-01-10 15:30:16,0.0156
2018-01-10 15:30:53,0.0141
2018-01-10 15:30:53,0.0921
2018-01-10 15:30:55,0.0579
2018-01-10 15:31:26,0.059
2018-01-10 15:31:47,0.0205
2018-01-10 15:31:52,0.0407
2018-01-10 15:32:37,0.0116
2018-01-10 15:32:40,0.0635
2018-01-10 15:32:46,0.0267
2018-01-10 15:33:38,0.0436
2018-01-10 15:33:57,0.0182
2018-01-10 15:34:11,0.0126
2018-01-10 15:34:48,0.0145
2018-01-10 15:35:05,0.07
2018-01-10 15:35:05,0.0269
2018-01-10 15:35:10,0.0295
2018-01-10 15:35:41,0.0153
2018-01-10 15:36:00,0.0128
2018-01-10 15:36:14,0.012
2018-01-10 15:36:43,0.0254
2018-01-10 15:36:48,0.0185
2018-01-10 15:36:51,0.0421
2018-01-10 15:36:55,0.1986
2018-01-10 15:37:35,0.0132
2018-01-10 15:37:38,0.0171
2018-01-10 15:38:12,0.0217
2018-01-10 15:38:47,0.0353
2018-01-10 15:39:00,0.0135
2018-01-10 15:39:04,0.0476
2018-01-10 15:39:18,0.0592
2018-01-10 15:39:22,0.0132
2018-01-10 15:40:19,0.0128
2018-01-10 15:40:33,0.0126
2018-01-10 15:42:54,0.0176
2018-01-10 15:43:03,0.5555
2018-01-10 15:43:05,0.1271
2018-01-10 15:43:18,0.0146
2018-01-10 15:43:19,0.0116
2018-01-10 15:43:34,0.0207
2018-01-10 15:44:01,0.013
2018-01-10 15:44:30,0.0203
2018-01-10 15:44:37,0.0255
2018-01-10 15:44:42,0.0841
2018-01-10 15:45:05,0.0249
2018-01-10 15:45:09,0.0151
2018-01-10 15:45:49,0.0262
2018-01-10 15:45:50,0.0242
2018-01-10 15:46:01,0.0236
2018-01-10 15:46:21,0.0128
2018-01-10 15:46:36,0.0145
2018-01-10 15:47:02,0.0156
2018-01-10 15:47:29,0.0162
2018-01-10 15:47:36,0.0867
2018-01-10 15:47:50,0.0124
2018-01-10 15:47:53,0.0161
2018-01-10 15:47:53,0.0567
2018-01-10 15:48:07,0.0265
2018-01-10 15:48:09,0.0169
2018-01-10 15:48:26,0.0131
2018-01-10 15:48:44,0.0126
2018-01-10 15:49:13,0.019
2018-01-10 15:50:01,0.0215
2018-01-10 15:50:15,0.0131
2018-01-10 15:50:35,0.015
2018-01-10 15:51:32,0.0232
2018-01-10 15:52:09,0.0156
2018-01-10 15:52:16,0.0193
2018-01-10 15:53:07,0.017
2018-01-10 15:53:29,0.1812
2018-01-10 15:53:30,0.0178
2018-01-10 15:53:33,0.0188
2018-01-10 15:53:47,0.1036
2018-01-10 15:54:32,0.0158
2018-01-10 15:54:53,0.0605
2018-01-10 15:55:06,0.0321
2018-01-10 15:55:11,0.015
2018-01-10 15:55:11,0.0284
2018-01-10 15:55:13,0.0122
2018-01-10 15:55:15,0.0147
2018-01-10 15:55:28,0.0149
2018-01-10 15:55:28,0.0599
2018-01-10 15:56:03,0.0139
2018-01-10 15:56:17,0.0316
2018-01-10 15:56:28,0.0152
2018-01-10 15:56:40,0.0205
2018-01-10 15:57:02,0.0149
2018-01-10 15:57:32,0.0775
2018-01-10 15:57:52,0.0151
2018-01-10 15:58:11,0.0151
2018-01-10 15:58:20,0.0208
2018-01-10 15:58:49,0.0131
2018-01-10 16:00:04,0.0308
2018-01-10 16:00:11,0.0167
2018-01-10 16:00:17,0.0249
2018-01-10 16:00:40,0.0138
2018-01-10 16:00:59,0.0296
2018-01-10 16:01:21,0.0158
2018-01-10 16:01:43,0.0123
2018-01-10 16:03:21,0.0803
2018-01-10 16:03:40,0.0522
2018-01-10 16:03:59,0.0728
2018-01-10 16:04:44,0.0181
2018-01-10 16:04:46,0.0183
2018-01-10 16:04:51,0.0208
2018-01-10 16:04:51,0.022
2018-01-10 16:05:36,0.0144
2018-01-10 16:06:16,0.528367078916542
2018-01-10 16:06:45,0.496550083805062
2018-01-10 16:06:51,0.0901938488384942
2018-01-10 16:07:00,0.539547380835237
2018-01-10 16:07:13,0.297337729219533
2018-01-10 16:07:23,0.32209173608087
2018-01-10 16:07:44,0.138474675241625
2018-01-10 16:08:01,0.681331551736151
2018-01-10 16:08:26,0.0527768036723137
2018-01-10 16:08:49,0.215039436566248
2018-01-10 16:08:49,0.188436776424944
2018-01-10 16:09:54,0.154518273884803
2018-01-10 16:10:14,0.473164109047549
2018-01-10 16:10:50,0.626535888616182
2018-01-10 16:11:12,0.448136574370321
2018-01-10 16:11:27,0.16371109842076
2018-01-10 16:12:11,0.6167511035854
2018-01-10 16:12:19,0.2957546493595
2018-01-10 16:12:39,0.503821640467271
2018-01-10 16:13:54,0.151114635082381
2018-01-10 16:14:06,0.509703833901882
2018-01-10 16:14:20,0.63960367379426
2018-01-10 16:15:19,0.167311516222637
2018-01-10 16:15:33,0.111722884358093
2018-01-10 16:15:35,0.114474057371262
2018-01-10 16:15:37,0.722668955273181
2018-01-10 16:15:49,0.223796880962886
2018-01-10 16:16:19,0.483720957998605
2018-01-10 16:16:29,0.0464055328428745
2018-01-10 16:16:43,0.413392379302531
2018-01-10 16:16:50,0.351322864322644
2018-01-10 16:17:24,0.0958971836298704
2018-01-10 16:17:28,0.313434916909505
2018-01-10 16:17:39,0.414598164254054
2018-01-10 16:18:31,0.234560635050759
2018-01-10 16:18:41,0.10808792665191
2018-01-10 16:18:56,0.442858382740151
2018-01-10 16:19:07,0.157934432599694
2018-01-10 16:19:14,0.069002324899286
2018-01-10 16:19:16,0.366288904888555
2018-01-10 16:19:44,0.434765939701721
2018-01-10 16:19:46,0.657960426622396
2018-01-10 16:20:04,0.537135055808863
2018-01-10 16:20:19,0.440123436091165
2018-01-10 16:21:14,0.153356883992441
2018-01-10 16:21:14,0.570372642314131
2018-01-10 16:21:31,0.186947220863868
2018-01-10 16:21:55,0.358915064681415
2018-01-10 16:22:00,0.257659314129106
2018-01-10 16:22:13,0.465427586519578
2018-01-10 16:22:15,0.17370437306941
2018-01-10 16:22:44,0.248659980961774
2018-01-10 16:22:46,0.664274411395472
2018-01-10 16:22:50,0.231960351395374
2018-01-10 16:23:05,0.632871856115479
2018-01-10 16:23:50,0.603315703728423
2018-01-10 16:24:10,0.39468145661219
2018-01-10 16:24:20,0.734925202065334
2018-01-10 16:24:40,0.324337977607502
2018-01-10 16:24:40,0.575008004104858
2018-01-10 16:24:41,0.239165531933308
2018-01-10 16:24:45,0.35937809376209
2018-01-10 16:24:47,0.627974791380065
2018-01-10 16:25:00,0.378231004840927
2018-01-10 16:25:01,0.495261294469191
2018-01-10 16:25:08,0.634934089223761
2018-01-10 16:25:17,0.440356327269808
2018-01-10 16:25:53,0.0859460456456989
2018-01-10 16:25:58,0.0631062966989819
2018-01-10 16:26:00,0.36092035376695
2018-01-10 16:26:06,0.60585802666028
2018-01-10 16:26:11,0.252424304730445
2018-01-10 16:26:32,0.259981022751331
2018-01-10 16:26:35,0.395361177702062
2018-01-10 16:26:39,0.484522400243208
2018-01-10 16:26:46,0.55419111070591
2018-01-10 16:27:13,0.394039078337234
2018-01-10 16:27:32,0.714391843480989
2018-01-10 16:27:35,0.684096613174211
2018-01-10 16:28:23,0.69572390481811
2018-01-10 16:28:25,0.680002657271083
2018-01-10 16:28:31,0.115776486942964
2018-01-10 16:28:32,0.686369454520941
2018-01-10 16:28:48,0.494083715607785
2018-01-10 16:28:55,0.394467553066462
2018-01-10 16:29:02,0.33818318586736
2018-01-10 16:29:19,0.347874068132043
2018-01-10 16:29:32,0.158750199244032
2018-01-10 16:29:55,0.41249041505307
2018-01-10 16:30:03,0.340772197981155
2018-01-10 16:30:19,0.518732702878118
2018-01-10 16:31:17,0.553716817621468
2018-01-10 16:31:25,0.374474691766128
2018-01-10 16:31:41,0.194918778122868
2018-01-10 16:31:53,0.0828018780125771
2018-01-10 16:32:51,0.728978789236513
2018-01-10 16:32:55,0.157274137872178
2018-01-10 16:33:16,0.453648558902741
2018-01-10 16:33:46,0.1324018316973
2018-01-10 16:34:02,0.493300449512736
2018-01-10 16:34:06,0.212935274397046
2018-01-10 16:34:15,0.641108674460743
2018-01-10 16:34:22,0.674112297676597
2018-01-10 16:34:51,0.690752063521836
2018-01-10 16:34:54,0.443958791985828
2018-01-10 16:34:56,0.57602473228923
2018-01-10 16:35:29,0.559615077390871
2018-01-10 16:35:58,0.184057271548361
2018-01-10 16:36:41,0.355319331751391
2018-01-10 16:37:12,0.680620908274828
2018-01-10 16:37:15,0.625730294891703
2018-01-10 16:37:39,0.520450778130069
2018-01-10 16:38:37,0.046930394653813
2018-01-10 16:38:46,0.560599083318096
2018-01-10 16:38:49,0.262824002191424
2018-01-10 16:39:21,0.500255277266353
2018-01-10 16:39:49,0.36507147629112
2018-01-10 16:39:56,0.32248158069104
2018-01-10 16:40:14,0.485918860416254
2018-01-10 16:40:21,0.565777219805727
2018-01-10 16:40:39,0.327452281007008
2018-01-10 16:40:53,0.37361829444021
2018-01-10 16:41:21,0.321902163735358
2018-01-10 16:41:26,0.113727779715951
2018-01-10 16:41:46,0.65052642919824
2018-01-10 16:42:19,0.349538999042287
2018-01-10 16:42:21,0.552394441357278
2018-01-10 16:42:22,0.0779590145783033
2018-01-10 16:42:25,0.284861515965872
2018-01-10 16:43:09,0.519102003549319
2018-01-10 16:43:25,0.362310967784747
2018-01-10 16:43:35,0.464274210207909
2018-01-10 16:43:56,0.574703208968602
2018-01-10 16:44:01,0.478638740821648
2018-01-10 16:44:30,0.063297460919572
2018-01-10 16:44:34,0.469960900017014
2018-01-10 16:44:52,0.598878886809852
2018-01-10 16:44:57,0.349430298925564
2018-01-10 16:45:03,0.682071130545763
2018-01-10 16:45:31,0.42088985244038
2018-01-10 16:45:38,0.216505803087074
2018-01-10 16:45:48,0.615617491777986
2018-01-10 16:47:46,0.397777797570243
2018-01-10 16:47:50,0.383525307099987
2018-01-10 16:48:11,0.0690536864609923
2018-01-10 16:48:21,0.700554599010758
2018-01-10 16:48:32,0.345172252581595
2018-01-10 16:48:35,0.0521198149050586
2018-01-10 16:48:52,0.454933976976853
2018-01-10 16:48:58,0.543557872879691
2018-01-10 16:49:05,0.177379754647706
2018-01-10 16:49:35,0.615479192703636
2018-01-10 16:49:51,0.35695274323565
2018-01-10 16:50:28,0.41708211181399
2018-01-10 16:50:31,0.161851449597348
2018-01-10 16:50:42,0.361466107229376
2018-01-10 16:50:46,0.374229355024942
2018-01-10 16:50:52,0.697995247418899
2018-01-10 16:50:58,0.313133631069143
2018-01-10 16:51:02,0.448113068639254
2018-01-10 16:51:09,0.521104620152223
2018-01-10 16:51:23,0.616842258533556
2018-01-10 16:51:37,0.580780624247715
2018-01-10 16:51:44,0.564407245409861
2018-01-10 16:52:04,0.709913582478603
2018-01-10 16:52:07,0.577597143929079
2018-01-10 16:53:04,0.600301424263697
2018-01-10 16:53:31,0.463348770014988
2018-01-10 16:53:40,0.266915911366418
2018-01-10 16:53:53,0.297847621108592
2018-01-10 16:54:21,0.363871586450096
2018-01-10 16:54:51,0.453722423092672
2018-01-10 16:55:20,0.713721429307433
2018-01-10 16:55:32,0.579374787197635
2018-01-10 16:55:36,0.0987323512407253
2018-01-10 16:56:01,0.55690804296881
2018-01-10 16:56:50,0.3444081907521
2018-01-10 16:57:13,0.167656549948454
2018-01-10 16:57:35,0.737830398038589
2018-01-10 16:58:11,0.157052923419699
2018-01-10 16:58:55,0.282397727598995
2018-01-10 16:59:14,0.0997691734231077
2018-01-10 16:59:48,0.0992058088774327
2018-01-10 17:00:00,0.111384947939776
2018-01-10 17:00:02,0.459687302451255
2018-01-10 17:00:04,0.377437535932381
2018-01-10 17:00:08,0.0948486793868477
2018-01-10 17:00:42,0.287828274009959
2018-01-10 17:00:50,0.0696684616348473
2018-01-10 17:00:51,0.22545992525015
2018-01-10 17:00:56,0.336372733427235
2018-01-10 17:01:07,0.285402205781965
2018-01-10 17:01:14,0.102155111037614
2018-01-10 17:01:18,0.227368053416093
2018-01-10 17:01:23,0.265273053548997
2018-01-10 17:01:58,0.662545536608621
2018-01-10 17:01:58,0.667831412784848
2018-01-10 17:02:25,0.695440448234975
2018-01-10 17:02:42,0.726223714704812
2018-01-10 17:02:49,0.1197533601854
2018-01-10 17:02:59,0.188101608489268
2018-01-10 17:03:18,0.02096550205159
2018-01-10 17:03:29,0.262356765437382
2018-01-10 17:04:08,0.487781151234685
2018-01-10 17:04:10,0.453150998975756
2018-01-10 17:04:38,0.167447531328257
2018-01-10 17:04:46,0.120539078957122
2018-01-10 17:05:23,0.510374769921601
2018-01-10 17:05:30,0.383118855734169
2018-01-10 17:05:35,0.345142355351243
2018-01-10 17:05:45,0.125619887652784
2018-01-10 17:05:46,0.153863748894259
2018-01-10 17:05:53,0.17403731618037
2018-01-10 17:06:28,0.218687982926518
2018-01-10 17:06:37,0.36227326497063
2018-01-10 17:06:41,0.666764754133672
2018-01-10 17:06:45,0.400389348329231
2018-01-10 17:06:50,0.415911082114652
2018-01-10 17:06:51,0.592338569862023
2018-01-10 17:06:57,0.226177984454623
2018-01-10 17:06:58,0.342700669998629
2018-01-10 17:07:03,0.468871308793407
2018-01-10 17:07:11,0.535344919891749
2018-01-10 17:07:16,0.496678317264048
2018-01-10 17:07:32,0.0451708515541162
2018-01-10 17:07:39,0.437927266598865
2018-01-10 17:07:39,0.455741949082306
2018-01-10 17:07:40,0.204621475039143
2018-01-10 17:07:57,0.599022001347691
2018-01-10 17:08:08,0.561573473456246
2018-01-10 17:08:22,0.36267432175139
2018-01-10 17:08:43,0.426946157705784
2018-01-10 17:09:05,0.336470059464173
2018-01-10 17:09:18,0.226245368895307
2018-01-10 17:09:18,0.268554192200955
2018-01-10 17:09:27,0.592062525904947
2018-01-10 17:10:07,0.473414116889145
2018-01-10 17:11:30,0.452131826815056
2018-01-10 17:11:53,0.594181236417964
2018-01-10 17:12:12,0.147552601948078
2018-01-10 17:12:12,0.618917355636717
2018-01-10 17:12:29,0.39891557580037
2018-01-10 17:12:37,0.450057294200989
2018-01-10 17:12:45,0.42674623059663
2018-01-10 17:12:54,0.350593694050843
2018-01-10 17:13:01,0.167345334608154
2018-01-10 17:13:24,0.713438905714126
2018-01-10 17:13:39,0.639385465633776
2018-01-10 17:13:55,0.624737966541201
2018-01-10 17:14:20,0.542412172524119
2018-01-10 17:14:20,0.163304535296233
2018-01-10 17:14:25,0.040963367560762
2018-01-10 17:14:42,0.444940376661438
2018-01-10 17:15:03,0.582152263032016
2018-01-10 17:15:16,0.106236952544143
2018-01-10 17:15:50,0.0225841642246349
2018-01-10 17:15:53,0.0602545024447143
2018-01-10 17:15:54,0.44091688793865
2018-01-10 17:15:58,0.164141528902529
2018-01-10 17:16:05,0.444733504327247
2018-01-10 17:16:58,0.390246049285145
2018-01-10 17:17:10,0.52302174534169
2018-01-10 17:17:22,0.222290939042205
2018-01-10 17:17:24,0.693668886784092
2018-01-10 17:17:26,0.664054978181515
2018-01-10 17:17:31,0.543293098595366
2018-01-10 17:17:38,0.730210828635516
2018-01-10 17:17:51,0.294249925918784
2018-01-10 17:18:02,0.622295521757985
2018-01-10 17:18:02,0.320796737240441
2018-01-10 17:18:27,0.66803094992144
2018-01-10 17:18:28,0.520029824483395
2018-01-10 17:18:39,0.602511825156584
2018-01-10 17:19:01,0.283719515648671
2018-01-10 17:19:11,0.646293337215181
2018-01-10 17:19:14,0.69755486663382
2018-01-10 17:19:42,0.738765515424381
2018-01-10 17:20:08,0.22027086498572
2018-01-10 17:20:28,0.208357135725603
2018-01-10 17:21:50,0.0649727624726482
2018-01-10 17:22:23,0.113649432387855
2018-01-10 17:22:25,0.117059258033405
2018-01-10 17:22:26,0.740646908803843
2018-01-10 17:23:44,0.335573793503921
2018-01-10 17:23:45,0.218944397210004
2018-01-10 17:23:56,0.357662015366671
2018-01-10 17:24:02,0.0882266541822115
2018-01-10 17:24:09,0.570685475444095
2018-01-10 17:24:39,0.121763195457496
2018-01-10 17:24:43,0.647766997081041
2018-01-10 17:24:52,0.583495772738429
2018-01-10 17:25:19,0.445289791922504
2018-01-10 17:25:23,0.262534272187087
2018-01-10 17:25:36,0.259074766730517
2018-01-10 17:26:36,0.268452067215764
2018-01-10 17:26:38,0.0961448143334594
2018-01-10 17:26:48,0.291432144933566
2018-01-10 17:26:59,0.703871997450665
2018-01-10 17:27:29,0.612039853377454
2018-01-10 17:27:40,0.4198974528705
2018-01-10 17:27:58,0.373521484142169
2018-01-10 17:28:43,0.42627066285375
2018-01-10 17:28:44,0.615065976760862
2018-01-10 17:28:49,0.549312158695376
2018-01-10 17:29:13,0.407649196467572
2018-01-10 17:29:32,0.643932505099289
2018-01-10 17:30:01,0.663605777713843
2018-01-10 17:30:06,0.206129127689684
2018-01-10 17:30:20,0.592538569016568
2018-01-10 17:30:30,0.423399878351809
2018-01-10 17:30:41,0.523090225243638
2018-01-10 17:30:48,0.126535519715771
2018-01-10 17:31:05,0.572575279469229
2018-01-10 17:31:15,0.263112126799906
2018-01-10 17:31:24,0.104843308348162
2018-01-10 17:31:42,0.705375183710898
2018-01-10 17:31:50,0.353808043279499
2018-01-10 17:31:55,0.265938642037171
2018-01-10 17:32:29,0.2699297229819
2018-01-10 17:32:39,0.533066278700065
2018-01-10 17:32:55,0.0635864184743725
2018-01-10 17:33:11,0.417537124023214
2018-01-10 17:33:32,0.431253139735945
2018-01-10 17:34:26,0.571935800227104
2018-01-10 17:34:55,0.567176640148181
2018-01-10 17:35:02,0.113428568157414
2018-01-10 17:35:27,0.536551112186024
2018-01-10 17:35:40,0.38188465784248
2018-01-10 17:36:15,0.193907891090866
2018-01-10 17:36:27,0.625596740688011
2018-01-10 17:36:39,0.483913756839465
2018-01-10 17:36:49,0.502227690661047
2018-01-10 17:36:50,0.496537205178011
2018-01-10 17:37:39,0.390792611283599
2018-01-10 17:38:12,0.719316931668948
2018-01-10 17:38:23,0.587162078727223
2018-01-10 17:38:26,0.1084789503515
2018-01-10 17:38:31,0.691270276268502
2018-01-10 17:38:32,0.568033269450348
2018-01-10 17:38:50,0.328703536830051
2018-01-10 17:39:08,0.282014301785384
2018-01-10 17:39:12,0.625842303884216
2018-01-10 17:39:22,0.453326889917487
2018-01-10 17:39:24,0.120191609702492
2018-01-10 17:39:29,0.109147238760814
2018-01-10 17:40:00,0.0280292703272076
2018-01-10 17:40:13,0.15807910907818
2018-01-10 17:40:19,0.0501526720474008
2018-01-10 17:40:35,0.0589041718933266
2018-01-10 17:40:52,0.616958534555812
2018-01-10 17:40:55,0.364039698326844
2018-01-10 17:41:05,0.490226221412956
2018-01-10 17:41:12,0.438993439312466
2018-01-10 17:41:48,0.183273174254945
2018-01-10 17:42:07,0.304197474592994
2018-01-10 17:42:40,0.640797854167572
2018-01-10 17:43:02,0.163868532485748
2018-01-10 17:44:35,0.162198971307091
2018-01-10 17:44:56,0.545467229911312
2018-01-10 17:45:01,0.138774329947238
2018-01-10 17:45:03,0.613763921807078
2018-01-10 17:45:13,0.232374659820157
2018-01-10 17:45:16,0.301807346771192
2018-01-10 17:45:16,0.576049161468353
2018-01-10 17:45:39,0.686507910672296
2018-01-10 17:45:43,0.498599427973106
2018-01-10 17:46:04,0.0905459506509593
2018-01-10 17:46:13,0.660824684010679
2018-01-10 17:46:38,0.570409970497549
2018-01-10 17:47:39,0.522416640966618
2018-01-10 17:48:38,0.589498462797003
2018-01-10 17:48:48,0.1710719189025
2018-01-10 17:48:58,0.255378653262882
2018-01-10 17:49:05,0.568240956786298
2018-01-10 17:49:35,0.540737139655836
2018-01-10 17:50:40,0.527108202022011
2018-01-10 17:50:55,0.564822762043634
2018-01-10 17:50:56,0.406946321137855
2018-01-10 17:51:03,0.656029786325712
2018-01-10 17:51:20,0.126750517991558
2018-01-10 17:51:25,0.486270966323186
2018-01-10 17:51:50,0.550939462150796
2018-01-10 17:52:22,0.153493479264085
2018-01-10 17:53:06,0.194583013112564
2018-01-10 17:53:12,0.232057233627792
2018-01-10 17:53:19,0.598724430888495
2018-01-10 17:53:38,0.239571302297339
2018-01-10 17:55:17,0.246306615661364
2018-01-10 17:56:55,0.634971857528388
2018-01-10 17:58:51,0.441897425302118
2018-01-10 17:59:20,0.236984981402615
2018-01-10 17:59:31,0.363049624404125
2018-01-10 18:00:18,0.107130864403863
2018-01-10 18:00:39,0.235061947331368
2018-01-10 18:00:43,0.520262014835328
2018-01-10 18:00:57,0.364895144202933
2018-01-10 18:01:20,0.605190602731099
2018-01-10 18:02:10,0.355899146178761
2018-01-10 18:02:27,0.731627579669817
2018-01-10 18:02:34,0.303708361198241
2018-01-10 18:03:14,0.598686507432163
2018-01-10 18:03:16,0.703051080664597
2018-01-10 18:03:22,0.389604019980016
2018-01-10 18:03:28,0.18059186008682
2018-01-10 18:04:05,0.425693828756479
2018-01-10 18:04:14,0.505061323578656
2018-01-10 18:04:29,0.14343185176719
2018-01-10 18:04:36,0.561248923094058
2018-01-10 18:04:38,0.734002158187842
2018-01-10 18:04:39,0.17822324090004
2018-01-10 18:04:44,0.171609847771237
2018-01-10 18:04:55,0.676489343871921
2018-01-10 18:05:37,0.416477769083809
2018-01-10 18:05:44,0.217551456043404
2018-01-10 18:06:04,0.591382258021971
2018-01-10 18:06:11,0.213857743624458
2018-01-10 18:07:01,0.110332009108039
2018-01-10 18:07:10,0.646675859767781
2018-01-10 18:07:20,0.6223695981686
2018-01-10 18:07:21,0.30259145420366
2018-01-10 18:07:43,0.468467711160146
2018-01-10 18:07:46,0.470640032969601
2018-01-10 18:08:07,0.334394433272956
2018-01-10 18:08:46,0.105025188386627
2018-01-10 18:09:23,0.50968908326563
2018-01-10 18:09:40,0.34061989995914
2018-01-10 18:09:55,0.245840582321398
2018-01-10 18:10:23,0.359812620084523
2018-01-10 18:10:25,0.0247927495273296
2018-01-10 18:10:50,0.446393931279262
2018-01-10 18:10:52,0.561576673160493
2018-01-10 18:12:13,0.110689145360491
2018-01-10 18:12:14,0.250636854565027
2018-01-10 18:13:04,0.508233024182543
2018-01-10 18:13:06,0.698021102549089
2018-01-10 18:13:28,0.224861754731229
2018-01-10 18:13:36,0.156902261438966
2018-01-10 18:14:00,0.665585159942228
2018-01-10 18:14:18,0.56642328282597
2018-01-10 18:14:19,0.487222225684626
2018-01-10 18:14:38,0.534107232514396
2018-01-10 18:14:41,0.146242474622373
2018-01-10 18:15:22,0.364528555354476
2018-01-10 18:16:05,0.0508612481911667
2018-01-10 18:16:16,0.111270889576711
2018-01-10 18:16:35,0.726637881085649
2018-01-10 18:17:42,0.433533333730605
2018-01-10 18:17:49,0.0402607306593796
2018-01-10 18:17:53,0.0813910345300101
2018-01-10 18:18:20,0.611264903924381
2018-01-10 18:18:24,0.202770671590418
2018-01-10 18:18:34,0.578743925748114
2018-01-10 18:18:34,0.194368361333176
2018-01-10 18:18:53,0.271181837094319
2018-01-10 18:18:59,0.666367777800094
2018-01-10 18:19:14,0.114147464685328
2018-01-10 18:19:28,0.427037803069456
2018-01-10 18:19:40,0.211075480087381
2018-01-10 18:20:17,0.165728421337158
2018-01-10 18:20:19,0.304503095664922
2018-01-10 18:20:24,0.0979636948497035
2018-01-10 18:20:24,0.154687599036423
2018-01-10 18:20:36,0.493290925180726
2018-01-10 18:20:48,0.253451215687743
2018-01-10 18:21:15,0.520080903809704
2018-01-10 18:21:32,0.121930950037856
2018-01-10 18:21:49,0.714915597178321
2018-01-10 18:22:02,0.414714927405538
2018-01-10 18:22:17,0.190778377929772
2018-01-10 18:22:57,0.154929768372956
2018-01-10 18:23:10,0.708303368615988
2018-01-10 18:23:15,0.16951702255765
2018-01-10 18:23:51,0.520987964070588
2018-01-10 18:24:09,0.543341023558565
2018-01-10 18:24:11,0.445495841530827
2018-01-10 18:24:51,0.733774590997864
2018-01-10 18:25:03,0.591536717930762
2018-01-10 18:25:22,0.0182308021596167
2018-01-10 18:25:23,0.144705057586287
2018-01-10 18:25:24,0.56406097933054
2018-01-10 18:25:24,0.326224026173307
2018-01-10 18:25:40,0.309286678506434
2018-01-10 18:25:49,0.238086253558216
2018-01-10 18:25:57,0.611634758128738
2018-01-10 18:26:43,0.732473586251633
2018-01-10 18:26:49,0.0981418055390008
2018-01-10 18:26:56,0.171803152315132
2018-01-10 18:27:23,0.581438760822033
2018-01-10 18:27:26,0.404133760461071
2018-01-10 18:27:45,0.499749450075068
2018-01-10 18:27:54,0.520642653794913
2018-01-10 18:28:12,0.438187580856052
2018-01-10 18:28:19,0.0402575987978606
2018-01-10 18:28:20,0.550462991704047
2018-01-10 18:28:28,0.554183535522176
2018-01-10 18:28:37,0.155972719062772
2018-01-10 18:29:24,0.0335962618054356
2018-01-10 18:29:26,0.306829732126067
2018-01-10 18:29:32,0.527318890411942
2018-01-10 18:29:50,0.349306139036501
2018-01-10 18:30:05,0.05911072825999
2018-01-10 18:30:10,0.524130311387405
2018-01-10 18:30:17,0.199410495317238
2018-01-10 18:31:33,0.241294091191678
2018-01-10 18:33:39,0.404967416815413
2018-01-10 18:33:47,0.0387251882819459
2018-01-10 18:34:04,0.190646975613013
2018-01-10 18:34:10,0.638742247388931
2018-01-10 18:34:47,0.0997208570148796
2018-01-10 18:35:04,0.075517602350004
2018-01-10 18:35:17,0.721963282191381
2018-01-10 18:35:23,0.64831320648659
2018-01-10 18:35:30,0.441676332823001
2018-01-10 18:35:30,0.449048947704025
2018-01-10 18:35:50,0.726901327740448
2018-01-10 18:36:01,0.337807897368353
2018-01-10 18:36:28,0.196889565200452
2018-01-10 18:36:33,0.743505903239036
2018-01-10 18:36:36,0.244139442690602
2018-01-10 18:36:40,0.291215387368528
2018-01-10 18:36:40,0.725047137374151
2018-01-10 18:36:49,0.266922862894041
2018-01-10 18:37:06,0.393914803885366
2018-01-10 18:37:13,0.341683231099928
2018-01-10 18:37:20,0.368669636746054
2018-01-10 18:37:41,0.0320234423654154
2018-01-10 18:37:55,0.659958597499272
2018-01-10 18:38:02,0.229045048163086
2018-01-10 18:38:10,0.225623057361506
2018-01-10 18:38:18,0.510566706534615
2018-01-10 18:38:38,0.0844020250957226
2018-01-10 18:38:48,0.59580192257762
2018-01-10 18:38:51,0.483597928015725
2018-01-10 18:38:56,0.165282800592878
2018-01-10 18:39:05,0.254710581244389
2018-01-10 18:39:42,0.696509875613963
2018-01-10 18:40:08,0.342569411395444
2018-01-10 18:40:43,0.49867896634629
2018-01-10 18:40:47,0.529002725441568
2018-01-10 18:41:31,0.66306266695261
2018-01-10 18:41:46,0.0551594924499281
2018-01-10 18:42:28,0.581784208732331
2018-01-10 18:42:32,0.0585854623260908
2018-01-10 18:42:55,0.550642866026564
2018-01-10 18:43:11,0.666999670117348
2018-01-10 18:43:28,0.222159959298582
2018-01-10 18:43:44,0.384338657407416
2018-01-10 18:43:58,0.276011857773806
2018-01-10 18:44:06,0.636743296494894
2018-01-10 18:44:07,0.342116748629557
2018-01-10 18:44:50,0.335251248543314
2018-01-10 18:44:54,0.129658814471029
2018-01-10 18:45:01,0.537922624133341
2018-01-10 18:45:07,0.702113147987146
2018-01-10 18:45:30,0.511161612224369
2018-01-10 18:45:34,0.264963551827078
2018-01-10 18:46:13,0.26660274412632
2018-01-10 18:46:50,0.463881907408871
2018-01-10 18:47:46,0.670868665240286
2018-01-10 18:47:57,0.685344087118702
2018-01-10 18:48:44,0.694136874735076
2018-01-10 18:48:44,0.476622437344887
2018-01-10 18:48:58,0.431199665558198
2018-01-10 18:49:25,0.624760156512749
2018-01-10 18:49:28,0.379709251494659
2018-01-10 18:49:33,0.61858180828311
2018-01-10 18:50:05,0.736355970656127
2018-01-10 18:50:10,0.15509495520331
2018-01-10 18:50:23,0.0507210958244512
2018-01-10 18:50:36,0.256273166221706
2018-01-10 18:50:56,0.12906354696257
